"Name","Campus Protests"
"Title","University Campus Protests"
"Date","June 25, 2024 at 3:45 PM (GMT)"
"Duration","3:15:00"
"Participant Count","351"
"Participant Limit","350"
"Exercise Type","Binary"
"",""
"Question ID","Participant ID","Thought ID","Vote","Timestamp"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","17c15c6e-984b-45d4-aa10-0c99be35d500","80e23d8d-69c5-4320-acca-e253d7a5f435","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","b029b586-231a-4475-9411-65cd59279747","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","a87802f6-acc4-4c26-a699-0c8e693c259f","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d69c05e7-acfd-42c5-bcc4-dee36d689d8a","5a62f615-9cd1-443f-b3d7-ef18d955357e","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","da8a5684-ac99-4e0b-b094-79c1e01cf9c8","12a639e7-3c3e-4fd4-a99e-2786c3c960f4","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","b7f06305-8f13-4c84-98a0-0cdfec358a2d","7655d868-5f7a-4c8a-bd80-9e62fe7b5d8b","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","b029b586-231a-4475-9411-65cd59279747","80c544f3-cfbf-4561-a7ba-c6d8862a34b4","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","3785f455-d8a5-4ee8-bc92-7cf5639fd6e5","Disagree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d69c05e7-acfd-42c5-bcc4-dee36d689d8a","80c544f3-cfbf-4561-a7ba-c6d8862a34b4","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","17c15c6e-984b-45d4-aa10-0c99be35d500","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","a767538f-8079-4bad-8bb0-7d535d568bca","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","5dd6bf1b-9667-4255-8cf4-e3840d01efad","2962c24d-1e2a-48e4-8a07-8b33f5b7594e","Agree","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","b029b586-231a-4475-9411-65cd59279747","78e462e2-6647-4c32-91dc-7f38c696bc54","Agree","June 25, 2024 at 3:51 PM (GMT)"
